"site","year","sample_id","real_nest","field_nest_id","species","lat","long"
"Joule",2021,1,"no","239356","greg",26.0117310407778,-80.6304146159212
"Joule",2021,2,"no","239884","gbhe",26.0133720830984,-80.630815319135
"Joule",2021,3,"yes","102","greg",26.0121057,-80.631309
"Joule",2021,4,"no","239249","greg",26.012466301953,-80.6315195896658
"Joule",2021,5,"no","239306","greg",26.0113486866979,-80.6309203288257
"Joule",2021,6,"yes","159","greg",26.0123126,-80.6307449
"Joule",2021,7,"no","239799","greg",26.0117648346768,-80.6303903446224
"Joule",2021,8,"no","241236","whib",26.0133945837407,-80.6302470184366
"Joule",2021,9,"yes","104","greg",26.0120936,-80.6313753
"Joule",2021,10,"yes","108","greg",26.0117449,-80.6311519
"Joule",2021,11,"no","239730","greg",26.0114054571659,-80.6308549346299
"Joule",2021,12,"yes","77","greg",26.0116426,-80.6309507
"Joule",2021,13,"yes","71","greg",26.0120491,-80.6305118
"Joule",2021,14,"yes","","greg",26.0119225,-80.6314688
"Joule",2021,15,"no","240324","greg",26.0126918616375,-80.6309202336846
"Joule",2021,16,"no","241007","greg",26.0120021592392,-80.6304981677281
"Joule",2021,17,"no","239802","greg",26.0122858706209,-80.6316522806778
"Joule",2021,18,"yes","237","greg",26.0116147,-80.6307125
"Joule",2021,19,"yes","96","greg",26.0123706,-80.6307527
"Joule",2021,20,"yes","120","greg",26.0117665,-80.6305733
"Joule",2021,21,"yes","100","greg",26.01211,-80.6312433
"Joule",2021,22,"no","239943","greg",26.0124179272631,-80.631383385873
"Joule",2021,23,"no","241243","whib",26.0132284069392,-80.6303115311351
"Joule",2021,24,"no","240343","greg",26.0114594598962,-80.6308503459651
"Joule",2021,25,"yes","223","greg",26.0120943,-80.6312566
"Joule",2021,26,"no","239812","greg",26.0119793443849,-80.6315560198397
"Joule",2021,27,"yes","","greg",26.0118389,-80.6312183
"Joule",2021,28,"yes","","greg",26.0118552,-80.6314176
"Joule",2021,29,"no","241284","greg",26.0126724559602,-80.6298589635951
"Joule",2021,30,"no","241455","wost",26.0121369857049,-80.6310445546902
"Joule",2021,31,"no","241099","greg",26.0116635459701,-80.6314057882159
"Joule",2021,32,"no","241541","greg",26.0115340150023,-80.6308839942116
"Joule",2021,33,"yes","161","greg",26.0118004,-80.6312035
"Joule",2021,34,"yes","219","greg",26.0122733,-80.631082
"Joule",2021,35,"yes","","greg",26.0117358,-80.6310859
"Joule",2021,36,"yes","152","greg",26.0116869,-80.6306046
"Jerrod",2021,1,"yes","91","greg",26.003329,-80.5967376
"Jerrod",2021,2,"no","257218","rosp",26.002635735003,-80.5965544175643
"Jerrod",2021,3,"no","258330","greg",26.003328228695,-80.5967401808265
"Jerrod",2021,4,"yes","181","greg",26.0038501,-80.5966327
"Jerrod",2021,5,"yes","85","greg",26.0034046,-80.5968563
"Jerrod",2021,6,"no","258746","greg",26.0032675212227,-80.5963337875771
"Jerrod",2021,7,"no","258538","greg",26.003223726448,-80.5966059292556
"Jerrod",2021,8,"yes","186","greg",26.0034135,-80.5966876
"Jerrod",2021,9,"no","258823","greg",26.0033436480187,-80.596867299325
"Jerrod",2021,10,"no","258044","greg",26.0032586954412,-80.5963020405531
"Jerrod",2021,11,"yes","175","greg",26.0036284,-80.5965912
"Jerrod",2021,12,"yes","171","greg",26.003413,-80.5966287
"Jerrod",2021,13,"yes","89","greg",26.0033312,-80.5967414
"Jerrod",2021,14,"no","257525","greg",26.0034549592832,-80.5967207404398
"Jerrod",2021,15,"yes","184","greg",26.0034043,-80.5966897
"Jerrod",2021,16,"no","258661","greg",26.003647240808,-80.5966250138717
"Jerrod",2021,17,"no","257461","greg",26.0040038654317,-80.5963077769579
"Jerrod",2021,18,"no","257510","greg",26.0033815763341,-80.5968584724516
"Jerrod",2021,19,"yes","165","greg",26.0033439,-80.5968827
"Jerrod",2021,20,"yes","183","greg",26.0038891,-80.59671
"Jerrod",2021,21,"no","257336","greg",26.0026930543865,-80.5963292274029
"Jerrod",2021,22,"no","257444","greg",26.0041598776534,-80.5963823433426
"Jerrod",2021,23,"no","257704","greg",26.0033133544697,-80.5965479161245
"Jerrod",2021,24,"no","258315","greg",26.0043257648193,-80.5968371773184
"Jerrod",2021,25,"yes","79","greg",26.0036829,-80.5969929
"Jerrod",2021,26,"no","258859","greg",26.0026078164557,-80.5967617095212
"Jerrod",2021,27,"no","258333","greg",26.0027456901458,-80.596826255826
"Jerrod",2021,28,"yes","182","greg",26.0033288,-80.596766
"Jerrod",2021,29,"yes","194","greg",26.0036607,-80.596635
"Jerrod",2021,30,"yes","246","greg",26.0035968,-80.5968819
"Jerrod",2021,31,"no","257620","greg",26.0038443987887,-80.5963726896043
"Jerrod",2021,32,"yes","81","greg",26.0036003,-80.5969241
"Jerrod",2021,33,"no","257369","gbhe",26.0045803667158,-80.5969350430476
"Jerrod",2021,34,"no","257470","whib",26.0032170816673,-80.596285166023
"Jerrod",2021,35,"no","257537","greg",26.0029948033065,-80.5967385719757
"Jerrod",2021,36,"yes","192","greg",26.0036481,-80.5966237
"Jerrod",2021,37,"no","258441","whib",26.002709054165,-80.5961601104151
"Jerrod",2021,38,"yes","87","greg",26.003365,-80.5968129
"Jerrod",2021,39,"yes","500","gbhe",26.0037347,-80.5966279
"Jerrod",2021,40,"no","258910","greg",26.0035768089275,-80.5964072140991
"Jerrod",2021,41,"yes","178","greg",26.0033384,-80.596859
"Jerrod",2021,42,"yes","196","greg",26.0037628,-80.5965816
"Jerrod",2021,43,"yes","185","greg",26.0037907,-80.5970397
"Jerrod",2021,44,"yes","167","greg",26.003373,-80.596778
"Jerrod",2021,45,"yes","180","greg",26.0032702,-80.5968528
"Jerrod",2021,46,"no","258625","greg",26.0046640004867,-80.596831706151
"Jerrod",2021,47,"yes","176","gbhe",26.0034595,-80.5969665
"Jerrod",2021,48,"no","257728","rosp",26.0028401631257,-80.5964556963495
"Jerrod",2021,49,"no","258926","greg",26.0030512945955,-80.5964897851866
"Jerrod",2021,50,"yes","103","greg",26.0039448,-80.5967794
"6thBridge",2022,1,"yes","N8","greg",26.1205437,-80.5402355
"6thBridge",2022,2,"no","134571","greg",26.1217891561235,-80.5404783665636
"6thBridge",2022,3,"yes","N44","greg",26.12048331,-80.5404375
"6thBridge",2022,4,"yes","N4","greg",26.12070641,-80.5400598
"6thBridge",2022,5,"no","143324","rosp",26.1227253418207,-80.5415412155865
"6thBridge",2022,6,"yes","N18","greg",26.12046477,-80.5406095
"6thBridge",2022,7,"no","137096","whib",26.1212922622329,-80.5411270246233
"6thBridge",2022,8,"yes","N27","greg",26.12075304,-80.5401222
"6thBridge",2022,9,"no","123382","greg",26.121943102027,-80.5410774102361
"6thBridge",2022,10,"yes","N328","greg",26.12048075,-80.5404729
"6thBridge",2022,11,"no","145870","whib",26.1210942497064,-80.5403330998077
"6thBridge",2022,12,"no","121499","whib",26.1217696354868,-80.5417653496655
"6thBridge",2022,13,"no","136993","whib",26.1224016552698,-80.5411086624443
"6thBridge",2022,14,"yes","N14","greg",26.12053238,-80.5404944
"6thBridge",2022,15,"no","112187","greg",26.1202635083916,-80.5400720757959
"6thBridge",2022,16,"no","151251","whib",26.1194383760829,-80.5402602214166
"6thBridge",2022,17,"yes","N12","greg",26.1204661,-80.5403677
"6thBridge",2022,18,"no","115759","whib",26.1229177225214,-80.5416219829065
"6thBridge",2022,19,"yes","N10","greg",26.12047665,-80.5403322
"6thBridge",2022,20,"yes","N43","greg",26.12043746,-80.5405329
"Joule",2022,1,"yes","N47","greg",26.01222184,-80.6305779
"Joule",2022,2,"no","108293","greg",26.01298304823,-80.6308168375734
"Joule",2022,3,"no","108515","greg",26.0117501234112,-80.6313617165387
"Joule",2022,4,"yes","N96","greg",26.01267855,-80.6309339
"Joule",2022,5,"yes","N24","greg",26.0117245,-80.6304927
"Joule",2022,6,"yes","N175","greg",26.01256995,-80.6307831
"Joule",2022,7,"yes","N57","greg",26.01244893,-80.63107
"Joule",2022,8,"no","108927","greg",26.0117452614573,-80.631509755678
"Joule",2022,9,"no","108581","gbhe",26.0122358750928,-80.6317007408275
"Joule",2022,10,"no","108761","greg",26.0123742360942,-80.6306489035096
"Joule",2022,11,"no","109057","greg",26.011867606458,-80.6309947021048
"Joule",2022,12,"no","108051","greg",26.0117112367934,-80.6312508276707
"Joule",2022,13,"yes","N53","greg",26.01234995,-80.6308601
"Joule",2022,14,"no","108249","greg",26.0128159025733,-80.6311518160492
"Joule",2022,15,"yes","N418","greg",26.01273429,-80.630728
"Joule",2022,16,"no","108636","greg",26.0125213126975,-80.6312661486398
"Joule",2022,17,"yes","N51","greg",26.01227285,-80.6308363
"Joule",2022,18,"yes","N177","greg",26.01273523,-80.63102
"Joule",2022,19,"yes","N422","greg",26.01255328,-80.6310735
"Joule",2022,20,"no","108898","greg",26.0120428402624,-80.6306971224201
"Joule",2022,21,"no","108658","greg",26.0132915885684,-80.6311728400365
"Joule",2022,22,"no","108666","greg",26.0124390242886,-80.631120199015
"Joule",2022,23,"no","108245","greg",26.013241717887,-80.6310551973815
"Joule",2022,24,"no","108148","greg",26.0125127995026,-80.6317096181746
"Joule",2022,25,"no","108661","greg",26.0126297931849,-80.6310878560337
"Joule",2022,26,"no","108716","greg",26.0124227073273,-80.6309309733898
"Joule",2022,27,"yes","N94","greg",26.01253063,-80.6308218
"Joule",2022,28,"yes","N63","greg",26.01176655,-80.6305473
"Joule",2022,29,"yes","N420","greg",26.01262063,-80.6310931
"Joule",2022,30,"yes","N414","greg",26.01262941,-80.6308583
"Joule",2022,31,"yes","N65","greg",26.01187071,-80.6304214
"Joule",2022,32,"no","108768","greg",26.0120360253644,-80.630614699391
"Joule",2022,33,"no","108846","greg",26.0129939303307,-80.631057712118
"Joule",2022,34,"no","108586","greg",26.0123805846388,-80.6315371785658
"Joule",2022,35,"yes","N412","greg",26.01257609,-80.6308441
"Joule",2022,36,"yes","N902","greg",26.01246911,-80.6307886
"Joule",2022,37,"yes","N61","greg",26.01184776,-80.6305539
"Joule",2022,38,"yes","N908","greg",26.01251651,-80.6311085
"Jerrod",2022,1,"no","156354","whib",26.0042403926686,-80.5967062399426
"Jerrod",2022,2,"yes","N26","greg",26.0037663,-80.5967588
"Jerrod",2022,3,"no","155900","greg",26.0032168905113,-80.5962976404073
"Jerrod",2022,4,"no","156275","whib",26.0029374162091,-80.5961297782467
"Jerrod",2022,5,"no","155953","greg",26.0028254966589,-80.5968464131923
"Jerrod",2022,6,"yes","N173","greg",26.00403805,-80.5965534
"Jerrod",2022,7,"no","155957","greg",26.0025664591075,-80.5967711834503
"Jerrod",2022,8,"no","156571","greg",26.0027698668763,-80.5962341109094
"Jerrod",2022,9,"yes","N102","greg",26.00327774,-80.596282
"Jerrod",2022,10,"no","156424","greg",26.0027324924495,-80.5966174444624
"Jerrod",2022,11,"yes","N163","greg",26.00366985,-80.596335
"Jerrod",2022,12,"no","157230","greg",26.0027670826121,-80.5968615707439
"Jerrod",2022,13,"no","155535","greg",26.003114133774,-80.5966891387735
"Jerrod",2022,14,"yes","N79","greg",26.00378571,-80.5964018
"Jerrod",2022,15,"yes","N297","greg",26.003564,-80.5963976
"Jerrod",2022,16,"yes","N159","greg",26.00331147,-80.5963451
"Jerrod",2022,17,"yes","N73","greg",26.00343633,-80.5964201
"Jerrod",2022,18,"yes","N167","greg",26.00376332,-80.5964025
"Jerrod",2022,19,"no","155896","greg",26.0034645731311,-80.5963693346064
"Jerrod",2022,20,"no","156508","greg",26.0035875327993,-80.5968929926015
"Jerrod",2022,21,"yes","N543","greg",26.00349479,-80.596318
"Jerrod",2022,22,"no","157316","greg",26.0030228495736,-80.5962925185541
"Jerrod",2022,23,"yes","N161","greg",26.00332044,-80.5963318
"Jerrod",2022,24,"no","156507","gbhe",26.0040316987088,-80.5968557291147
"Jerrod",2022,25,"no","155902","greg",26.0030548578125,-80.5963079887057
"Jerrod",2022,26,"yes","N157","greg",26.00339306,-80.5964001
"Jerrod",2022,27,"yes","N293","greg",26.00334843,-80.5963028
"Jerrod",2022,28,"yes","N67","gbhe",26.00400672,-80.5968102
"StartMel",2022,1,"no","107490","greg",25.9484063736466,-80.6387493663733
"StartMel",2022,2,"no","107944","greg",25.9489238763884,-80.638267248006
"StartMel",2022,3,"no","107847","greg",25.9478867666035,-80.6382474029494
"StartMel",2022,4,"no","107470","greg",25.9478887919657,-80.6383936676773
"StartMel",2022,5,"no","107716","greg",25.9486111054135,-80.6382304239586
"StartMel",2022,6,"yes","N307","greg",25.94801069,-80.638576
"StartMel",2022,7,"yes","N309","greg",25.94790216,-80.6386769
"StartMel",2022,8,"yes","N36","greg",25.94780058,-80.6385304
"StartMel",2022,9,"yes","N189","greg",25.94795278,-80.6386739
"StartMel",2022,10,"yes","N42","greg",25.94789419,-80.6382595
"StartMel",2022,11,"yes","N195","greg",25.94801518,-80.6382484
"StartMel",2022,12,"yes","N379","greg",25.94833547,-80.6385782
"StartMel",2022,13,"yes","N106","greg",25.94825309,-80.6385111
"StartMel",2022,14,"yes","N303","greg",25.94804712,-80.6385925
"StartMel",2022,15,"yes","N85","greg",25.94789547,-80.638325
"StartMel",2022,16,"no","107650","greg",25.9490455090052,-80.6381594833696
"StartMel",2022,17,"yes","N305","greg",25.94801881,-80.6386338
"StartMel",2022,18,"no","107832","greg",25.9485681416228,-80.6382867963712
"StartMel",2022,19,"no","107872","greg",25.947952330848,-80.6386751819576
"StartMel",2022,20,"no","107688","greg",25.9481953349574,-80.638565853768
"StartMel",2022,21,"no","107808","greg",25.9480716398729,-80.6384184073527
"StartMel",2022,22,"no","107370","greg",25.9478100771858,-80.638683092582
"StartMel",2022,23,"yes","N193","greg",25.94793174,-80.638261
"StartMel",2022,24,"no","107873","greg",25.9478140354489,-80.6386903183622
"StartMel",2022,25,"no","107911","greg",25.9480150230066,-80.6382485944919
"StartMel",2022,26,"no","107461","greg",25.9486073661459,-80.6383063735018
"StartMel",2022,27,"no","107669","greg",25.9488527140046,-80.6385435317008
"StartMel",2022,28,"yes","N187","greg",25.94794789,-80.638651
"StartMel",2022,29,"yes","N185","greg",25.94801418,-80.638492
"StartMel",2022,30,"yes","N191","greg",25.94784058,-80.6385968
"StartMel",2022,31,"no","107860","greg",25.9480061188783,-80.6382060146527
"StartMel",2022,32,"yes","N183","greg",25.94817939,-80.6385511
"Vacation",2022,1,"yes","N143","greg",25.91451378,-80.6300019
"Vacation",2022,2,"no","100872","greg",25.9141116762787,-80.630330372592
"Vacation",2022,3,"yes","N137","greg",25.91407525,-80.6302292
"Vacation",2022,4,"yes","N78","greg",25.91398506,-80.6302582
"Vacation",2022,5,"no","99164","greg",25.9144403624068,-80.6304477795894
"Vacation",2022,6,"yes","N197","greg",25.91477273,-80.6301874
"Vacation",2022,7,"no","99287","greg",25.9137069431661,-80.6299735956772
"Vacation",2022,8,"no","100163","greg",25.9149095354398,-80.6301962119383
"Vacation",2022,9,"no","100607","greg",25.9142303857962,-80.629916224075
"Vacation",2022,10,"yes","N84","greg",25.91406468,-80.6299847
"Vacation",2022,11,"no","98807","greg",25.9146573245385,-80.6300882823099
"Vacation",2022,12,"no","100351","greg",25.914012915882,-80.6301972966567
"Vacation",2022,13,"no","98484","greg",25.9138579558256,-80.6305915131956
"Vacation",2022,14,"yes","N141","greg",25.91447051,-80.6299709
"Vacation",2022,15,"yes","N147","greg",25.91469554,-80.6300468
"Vacation",2022,16,"no","100461","whib",25.9148710041857,-80.6304663702923
"Vacation",2022,17,"no","100898","whib",25.9143479577867,-80.6301890994054
"Vacation",2022,18,"yes","N76","greg",25.91403711,-80.6301942
"Vacation",2022,19,"yes","N199","greg",25.9145843,-80.6301016
"Vacation",2022,20,"yes","N60","greg",25.91445119,-80.6301056
"Vacation",2022,21,"no","99819","greg",25.913888314212,-80.6298875645048
"Vacation",2022,22,"no","98959","greg",25.9136866434666,-80.6302497781806
"Vacation",2022,23,"yes","N201","greg",25.91416895,-80.6303674
"Vacation",2022,24,"yes","N68","greg",25.91438242,-80.630273
"Vacation",2022,25,"yes","N70","greg",25.91427349,-80.6304539
"Vacation",2022,26,"no","100833","greg",25.9143670956046,-80.6304226632136
"Vacation",2022,27,"no","98596","greg",25.9140630854704,-80.6302356909296
"Vacation",2022,28,"no","98884","greg",25.9152364684232,-80.6305117867781
"Vacation",2022,29,"no","98906","greg",25.9139898684087,-80.6304970625213
"Vacation",2022,30,"no","99331","greg",25.9148326554058,-80.6304869059308
"Vacation",2022,31,"yes","N196","greg",25.9146453,-80.6300842
"Vacation",2022,32,"yes","N319","greg",25.91404367,-80.6300362
"Vacation",2022,33,"no","100151","greg",25.9136863329937,-80.6303088375707
"Vacation",2022,34,"yes","N64","greg",25.9144783,-80.6300213
"Vacation",2022,35,"yes","N428","greg",25.91424101,-80.6305071
"Vacation",2022,36,"yes","N82","greg",25.91438512,-80.6298442
"Vacation",2022,37,"no","99738","greg",25.9151429949097,-80.6301734749842
"Vacation",2022,38,"yes","N442","greg",25.91492741,-80.6299048
"Vacation",2022,39,"yes","N98","greg",25.91416187,-80.6299472
"Vacation",2022,40,"no","100520","greg",25.91367983314,-80.6302476028415
"Vacation",2022,41,"yes","N100","greg",25.91461211,-80.6299017
"Vacation",2022,42,"no","98527","greg",25.9149328299488,-80.6303689447012
"Vacation",2022,43,"no","98572","greg",25.9151188632062,-80.6302427073286
"Vacation",2022,44,"no","100873","gbhe",25.9140440928117,-80.6302747637463
"Vacation",2022,45,"yes","N430","greg",25.91417716,-80.6305173
"Vacation",2022,46,"yes","N440","greg",25.91405116,-80.6301025
"Vacation",2022,47,"no","98780","greg",25.9143561387373,-80.6302053390926
"Vacation",2022,48,"yes","N436","greg",25.91394136,-80.630161
"Vacation",2022,49,"no","100961","greg",25.9139575293545,-80.6297272971793
"Vacation",2022,50,"yes","N62","greg",25.91435753,-80.6302172
"Vacation",2022,51,"no","98787","greg",25.9141318303576,-80.6301936017322
"Vacation",2022,52,"yes","N74","greg",25.91416462,-80.6303486
"Vacation",2022,53,"yes","N207","greg",25.91424419,-80.6299319
"Vacation",2022,54,"no","98613","greg",25.9147451041864,-80.6300103853616
"CypressCity",2022,1,"no","105308","greg",26.1242084255987,-80.5046185927103
"CypressCity",2022,2,"no","106412","whib",26.1230594423212,-80.5039741605175
"CypressCity",2022,3,"yes","N441","greg",26.12302129,-80.5037949
"CypressCity",2022,4,"no","107099","greg",26.1233039926496,-80.5039365408907
"CypressCity",2022,5,"no","106630","greg",26.1240930014496,-80.5043873769962
"CypressCity",2022,6,"yes","N270","greg",26.12408988,-80.5043899
"CypressCity",2022,7,"no","106561","greg",26.1236259143013,-80.5039373224192
"CypressCity",2022,8,"yes","N268","greg",26.12397286,-80.5039905
"CypressCity",2022,9,"no","105675","gbhe",26.1242411427691,-80.5039903846538
"CypressCity",2022,10,"no","106697","greg",26.1232541724253,-80.5038669439564
"CypressCity",2022,11,"no","107068","greg",26.1237740509522,-80.5040498661978
"CypressCity",2022,12,"yes","N371","greg",26.12421894,-80.5041589
"CypressCity",2022,13,"yes","N232","greg",26.12283877,-80.5040991
"CypressCity",2022,14,"yes","N373","greg",26.12414924,-80.504174
"CypressCity",2022,15,"yes","N266","greg",26.12394988,-80.5039145
"CypressCity",2022,16,"yes","N439","greg",26.12293991,-80.504158
