"site","year","sample_id","nest_id","species","lat","long"
"Jerrod","2021",254,195202,"White Ibis",26.0049880799146,-80.5967921478413
"Jerrod","2021",255,51145,"White Ibis",26.0050446270173,-80.5969029242052
"Jerrod","2021",256,11752,"Great Blue Heron",26.0037875978764,-80.5964028885125
"Jerrod","2021",257,15238,"Great Blue Heron",26.0040337120309,-80.596855071415
"Jerrod","2021",258,15288,"Wood Stork",26.0033564274491,-80.5966693415718
"Jerrod","2021",259,11573,"Great Egret",26.0027782031428,-80.5969593159088
"Jerrod","2021",260,11630,"Great Egret",26.0044107447456,-80.5966651929745
"Jerrod","2021",261,11608,"Great Egret",26.0029367256266,-80.5968144856589
"Jerrod","2021",262,11600,"Great Egret",26.0032869921896,-80.596868837092
"Jerrod","2021",263,11564,"Great Blue Heron",26.0045793702759,-80.5969368749425
"Jerrod","2021",264,11605,"Great Blue Heron",26.0031204024963,-80.5968959319951
"Jerrod","2021",265,11615,"Great Egret",26.0027283366381,-80.5968259785391
"Jerrod","2021",266,51414,"White Ibis",26.0019278604657,-80.5957029497135
"Jerrod","2021",267,15294,"Snowy Egret",26.003313108017,-80.5967042908856
"Jerrod","2021",268,34244,"Roseate Spoonbill",26.0033781068855,-80.5965986474501
"Jerrod","2021",269,11664,"Great Blue Heron",26.0029691449053,-80.5967520110865
"Jerrod","2021",270,11568,"Great Blue Heron",26.0040596621938,-80.596903759236
"Jerrod","2021",271,11802,"Great Blue Heron",26.0028402798255,-80.5964565028106
"Jerrod","2021",272,11597,"Great Egret",26.0034098954169,-80.5967880671041
"Jerrod","2021",273,34267,"Roseate Spoonbill",26.0034080618415,-80.5964603802238
"Jerrod","2021",274,11611,"Great Egret",26.0028243297804,-80.5968354275758
"Jerrod","2021",275,15411,"Snowy Egret",26.0038827753897,-80.5957730173181
"Jerrod","2021",276,11589,"Great Blue Heron",26.0040595939459,-80.5969017225875
"Jerrod","2021",277,16362,"Snowy Egret",26.0033779820904,-80.5963144498832
"JetportSouth","2020",278,8362,"Great Egret",25.8042406097778,-80.8500881428581
"JetportSouth","2020",279,8535,"Great Egret",25.8048779234264,-80.8492131660635
"JetportSouth","2020",280,8429,"Wood Stork",25.8042264315785,-80.8494979520134
"JetportSouth","2020",281,8940,"Great Blue Heron",25.8044311821314,-80.8482766541671
"JetportSouth","2020",282,8531,"Great Egret",25.8048718751193,-80.8492151340653
"JetportSouth","2020",283,8527,"Great Egret",25.8050416865534,-80.8492092322263
"JetportSouth","2020",284,8284,"Great Egret",25.8039641965346,-80.8504194920145
"JetportSouth","2020",285,33781,"Great Blue Heron",25.8028574205387,-80.8493522643695
"JetportSouth","2020",286,8522,"Great Egret",25.8051235964235,-80.8492083757967
"JetportSouth","2020",287,8524,"Great Egret",25.8051291571679,-80.8492033659536
"JetportSouth","2020",288,8545,"Great Egret",25.8048321224699,-80.8491955377839
"JetportSouth","2020",289,8661,"Roseate Spoonbill",25.8048045055321,-80.8491121124522
"JetportSouth","2020",290,102312,"White Ibis",25.8050167502193,-80.8494600551175
"JetportSouth","2020",291,8742,"Roseate Spoonbill",25.8047395405616,-80.8489824965803
"JetportSouth","2020",292,8481,"Wood Stork",25.8042452358241,-80.8493676100446
"JetportSouth","2020",293,8428,"Wood Stork",25.8042338367081,-80.8495049710561
"JetportSouth","2020",294,8484,"Wood Stork",25.8042369640565,-80.8493989076117
"JetportSouth","2020",295,8701,"Roseate Spoonbill",25.8044821750147,-80.8491351580569
"JetportSouth","2020",296,8426,"Wood Stork",25.804226486326,-80.8495080142045
"JetportSouth","2020",297,8560,"Wood Stork",25.8044911768945,-80.8492515177431
"JetportSouth","2020",298,8424,"Wood Stork",25.8042424233137,-80.8494912025156
"JetportSouth","2020",299,8561,"Wood Stork",25.8045432894397,-80.8492494224913
"JetportSouth","2020",300,8477,"Wood Stork",25.8042441135979,-80.8493771404402
"JetportSouth","2020",301,8473,"Wood Stork",25.8042526521324,-80.8493786852611
"JetportSouth","2020",302,8821,"Roseate Spoonbill",25.8047856152509,-80.8488645394947
"JetportSouth","2020",303,8549,"Great Egret",25.804770577418,-80.8492023745669
"JetportSouth","2020",304,8552,"Great Egret",25.8046342947193,-80.8492899590461
"JetportSouth","2021",305,197,"Wood Stork",25.804236912443,-80.849388169324
"JetportSouth","2021",306,1271,"Roseate Spoonbill",25.8018075194225,-80.8472516536628
"JetportSouth","2021",307,955,"White Ibis",25.8020729200066,-80.8480436752433
"JetportSouth","2021",308,189,"Great Egret",25.8044463010005,-80.849389127427
"JetportSouth","2021",309,199,"Wood Stork",25.8042510090505,-80.8493673313847
"JetportSouth","2021",310,696,"White Ibis",25.8048945386655,-80.8485362764251
"JetportSouth","2021",311,184,"Great Egret",25.8045210018993,-80.8493562643116
"JetportSouth","2021",312,149,"Wood Stork",25.8042376255039,-80.8494951547499
"JetportSouth","2021",313,527,"Roseate Spoonbill",25.8046039350471,-80.8490463952607
"JetportSouth","2021",314,12495,"Roseate Spoonbill",25.8043117972991,-80.8491518108996
"JetportSouth","2021",315,12068,"White Ibis",25.8033647885291,-80.8504938855274
"JetportSouth","2021",316,73,"Great Egret",25.8042392597741,-80.8500880960484
"JetportSouth","2021",317,579,"Great Blue Heron",25.8026970190577,-80.8489886586152
"JetportSouth","2021",318,876,"Great Blue Heron",25.8041522753405,-80.8482482713101
"JetportSouth","2021",319,722,"Snowy Egret",25.8029725596901,-80.8485970623839
"JetportSouth","2021",320,1072,"Roseate Spoonbill",25.803893136992,-80.8476168602154
"JetportSouth","2021",321,62,"Great Blue Heron",25.8044964724657,-80.8500855949817
"JetportSouth","2021",322,51921,"Snowy Egret",25.8047328296492,-80.8492211703264
"JetportSouth","2021",323,378,"Great Blue Heron",25.8048120465462,-80.8491318520199
"JetportSouth","2021",324,946,"Snowy Egret",25.8023490418461,-80.8480231183944
"JetportSouth","2021",325,941,"Snowy Egret",25.8029505115037,-80.8481340143034
"JetportSouth","2021",326,176,"Great Egret",25.8050160678235,-80.8494597237868
"JetportSouth","2021",327,489,"Great Blue Heron",25.8049765734197,-80.8490617437076
"JetportSouth","2021",328,921,"Snowy Egret",25.8046201554625,-80.8480707106707
"JetportSouth","2021",329,186,"Wood Stork",25.8044736394247,-80.8493903264909
"JetportSouth","2021",330,187,"Great Egret",25.8044841454105,-80.8493993316153
"JetportSouth","2021",331,80,"Great Blue Heron",25.8048297076962,-80.8499652263081
"JetportSouth","2021",332,185,"Great Egret",25.804426688715,-80.8493841046719
"JetportSouth","2021",333,147,"Wood Stork",25.804222994474,-80.8494822937433
"JetportSouth","2021",334,60,"Great Blue Heron",25.8045628607664,-80.8500477431745
"JetportSouth","2021",335,13111,"White Ibis",25.8045404355166,-80.8487288062276
"JetportSouth","2021",336,15,"Great Blue Heron",25.8040187731721,-80.8504918545315
"JetportSouth","2021",337,246,"Roseate Spoonbill",25.8046949542383,-80.8492573524651
"JetportSouth","2021",338,193,"Great Egret",25.8043154523929,-80.8493394904751
"JetportSouth","2021",339,12112,"White Ibis",25.8038532489846,-80.8503033777015
"JetportSouth","2021",340,53760,"Snowy Egret",25.8042455712345,-80.850086942018
"JetportSouth","2021",341,196,"Wood Stork",25.8042447572533,-80.8493702428667
"JetportSouth","2021",342,664,"Snowy Egret",25.8019538531596,-80.8488151191879
"JetportSouth","2021",343,328,"White Ibis",25.8056533800432,-80.849115624137
"JetportSouth","2021",344,881,"Snowy Egret",25.8035827493359,-80.8482656060456
"JetportSouth","2021",345,1156,"Roseate Spoonbill",25.8017921385675,-80.84751663969
"JetportSouth","2021",346,146,"Wood Stork",25.8042315379956,-80.8495009621284
"JetportSouth","2021",347,675,"Great Blue Heron",25.8029544611516,-80.8486883244047
"JetportSouth","2021",348,1204,"Snowy Egret",25.8040176709838,-80.8474587347681
"JetportSouth","2021",349,144,"Wood Stork",25.8042413037989,-80.8495106798729
"JetportSouth","2021",350,950,"Roseate Spoonbill",25.8021621329003,-80.8480611373175
"JetportSouth","2021",351,53676,"Snowy Egret",25.8042790852997,-80.850375072656
"JetportSouth","2021",352,148,"Wood Stork",25.8042302502342,-80.8494711700782
"JetportSouth","2021",353,12360,"Roseate Spoonbill",25.8041783815,-80.8493994667331
"JetportSouth","2021",354,1030,"White Ibis",25.8017967814972,-80.8478102034213
"JetportSouth","2021",355,23,"Great Egret",25.803850417753,-80.8504889140184
"JetportSouth","2021",356,12654,"White Ibis",25.8044863708879,-80.849102294534
"JetportSouth","2021",357,188,"Great Egret",25.8044854275701,-80.8493631621572
"JetportSouth","2021",358,70,"Great Blue Heron",25.8043683169301,-80.8500913492879
"JetportSouth","2021",359,194,"Great Egret",25.8042949850826,-80.8494629369569
"JetportSouth","2021",360,689,"White Ibis",25.8052626483102,-80.8485402276931
"JetportSouth","2021",361,145,"Wood Stork",25.8042334801445,-80.8495127771186
"JetportSouth","2021",362,414,"Roseate Spoonbill",25.8044277839786,-80.8490847058029
"JetportSouth","2021",363,12691,"White Ibis",25.8027188190498,-80.8490669533248
"JetportSouth","2021",364,12294,"Roseate Spoonbill",25.8008148328437,-80.849432316482
"Joule","2020",365,7620,"Great Egret",26.0121874043492,-80.631455808372
"Joule","2020",366,7629,"Great Egret",26.0133506819328,-80.6312302826375
"Joule","2020",367,34964,"Wood Stork",26.0122847162924,-80.6307902458666
"Joule","2020",368,7627,"Great Egret",26.0115998415128,-80.631457367536
"Joule","2020",369,7635,"Great Egret",26.0124306459804,-80.6312935979014
"Joule","2020",370,7644,"Great Egret",26.0134652523504,-80.6311134028068
"Joule","2020",371,7716,"Wood Stork",26.0122428176076,-80.6307997727022
"Joule","2020",372,104876,"Wood Stork",26.0122783939882,-80.6307976251575
"Joule","2020",373,7639,"Great Egret",26.0121739996321,-80.6313102186046
"Joule","2020",374,112755,"Great Blue Heron",26.0125204217593,-80.6308236848596
"Joule","2020",375,34960,"Wood Stork",26.0122389035536,-80.6308279606572
"Joule","2020",376,92723,"Great Blue Heron",26.0125121206218,-80.6308380988815
"Joule","2020",377,34898,"Roseate Spoonbill",26.0123918577058,-80.6309620231093
"Joule","2020",378,7632,"Great Egret",26.0127133044063,-80.6312498776002
"Joule","2020",379,104688,"Great Blue Heron",26.0133513916021,-80.6310469351301
"Joule","2020",380,104855,"Wood Stork",26.0123500178527,-80.6308343583493
"Joule","2020",381,7645,"Great Egret",26.0134103583663,-80.631089547744
"Joule","2020",382,34914,"Roseate Spoonbill",26.0123126397076,-80.6309698153407
"Joule","2020",383,92677,"Wood Stork",26.012342929996,-80.6310082875053
"Joule","2020",384,7622,"Great Egret",26.0120130318812,-80.6314485571751
"Joule","2020",385,112779,"Wood Stork",26.0122380145962,-80.6308081004934
"Joule","2020",386,34962,"Wood Stork",26.0122750403455,-80.6307883119021
"Joule","2020",387,105001,"Snowy Egret",26.0122564172225,-80.6307128004794
"Joule","2020",388,7616,"Great Egret",26.0129504457454,-80.6314908125462
"Joule","2021",389,2311,"White Ibis",26.0139130893671,-80.6306338386666
"Joule","2021",390,2149,"Great Egret",26.0127293890543,-80.6327144632573
"Joule","2021",391,2166,"Great Egret",26.0122855036161,-80.631651032269
"Joule","2021",392,7119,"Roseate Spoonbill",26.0118345912614,-80.6312168458642
"Joule","2021",393,87219,"Wood Stork",26.0128625223028,-80.6300748095317
"Joule","2021",394,2236,"White Ibis",26.0141359821858,-80.6309377850092
"Joule","2021",395,2163,"Great Egret",26.0126097407033,-80.6315693109475
"Joule","2021",396,2169,"Great Egret",26.0130154028783,-80.6314749822921
"Joule","2021",397,2164,"Great Egret",26.0124683021144,-80.6315652703671
"Joule","2021",398,2214,"White Ibis",26.014122715514,-80.6310885942752
"Joule","2021",399,2251,"Great Blue Heron",26.013404837281,-80.6309566199549
"Joule","2021",400,2171,"Great Egret",26.0124762310775,-80.6314599400572
"Joule","2021",401,2160,"Great Egret",26.0128320751238,-80.6315937100608
"Joule","2021",402,2309,"White Ibis",26.0139167557892,-80.6306376356829
"Joule","2021",403,87179,"Great Blue Heron",26.0129276288422,-80.6301171955669
"Joule","2021",404,2161,"Great Egret",26.0129425415222,-80.6315838063953
"Joule","2021",405,2315,"White Ibis",26.0139194865404,-80.6307070022726
"Joule","2021",406,2178,"Roseate Spoonbill",26.0120109228791,-80.6314508043377
"Joule","2021",407,2425,"Wood Stork",26.0131278319532,-80.6301031783616
"Joule","2021",408,2237,"White Ibis",26.0141122127871,-80.6308909607385
"Joule","2021",409,56875,"Great Blue Heron",26.0133724535413,-80.6308142498184
"Joule","2021",410,2281,"Great Blue Heron",26.0125632243684,-80.6307935049067
"Joule","2021",411,2242,"White Ibis",26.0139964488076,-80.6309978422681
"Joule","2021",412,2312,"White Ibis",26.0139235046975,-80.6306538056327
"Joule","2021",413,2170,"Great Egret",26.0129056687377,-80.6314380476644
"Joule","2021",414,2233,"White Ibis",26.0141356254349,-80.6309149421571
"Joule","2021",415,56961,"Wood Stork",26.0134406137259,-80.6303696132842
"Joule","2021",416,2234,"White Ibis",26.0141405109175,-80.6309391821553
"Joule","2021",417,2172,"Great Egret",26.0124670802192,-80.6315189781419
"StartMel","2020",418,3033,"Great Egret",25.9486166554444,-80.6386077241315
"StartMel","2020",419,3023,"Great Egret",25.947481860044,-80.6391542324568
"StartMel","2020",420,3051,"Great Egret",25.9474251742053,-80.6386921808417
"StartMel","2020",421,3040,"Great Egret",25.9483365426572,-80.6386928317281
"StartMel","2020",422,3047,"Great Egret",25.9477929553384,-80.6387149771903
"StartMel","2020",423,3043,"Great Egret",25.9480610197673,-80.6387340556696
"StartMel","2020",424,3046,"Great Egret",25.9478011479199,-80.6387113761968
"StartMel","2020",425,3028,"Great Egret",25.947694444902,-80.6387986214155
"StartMel","2020",426,3176,"Great Blue Heron",25.948986892455,-80.638044881376
"StartMel","2020",427,3038,"Great Egret",25.9483315891048,-80.6386098470795
"StartMel","2020",428,3042,"Great Egret",25.9482115317694,-80.6386629205156
"StartMel","2021",429,34631,"Roseate Spoonbill",25.9488827127958,-80.6382604727308
"StartMel","2021",430,19156,"White Ibis",25.9487540083066,-80.6389033376975
"StartMel","2021",431,222885,"Great Blue Heron",25.9479120553976,-80.6382334865752
"StartMel","2021",432,19280,"White Ibis",25.9494395655269,-80.6384400798934
"StartMel","2021",433,19425,"White Ibis",25.9481196686416,-80.6371711255411
"StartMel","2021",434,19202,"Great Egret",25.9486199200243,-80.63864454482
"StartMel","2021",435,19201,"Great Egret",25.9485899720211,-80.6386647753755
"StartMel","2021",436,19190,"Great Egret",25.9475790958313,-80.6387667751894
"StartMel","2021",437,19204,"Great Egret",25.948390014043,-80.6386549291091
"StartMel","2021",438,19149,"White Ibis",25.9488740979572,-80.6389505489147
"StartMel","2021",439,19203,"Great Egret",25.9486553966925,-80.6386278883254
"StartMel","2021",440,19399,"White Ibis",25.948533724425,-80.6374346735135
"StartMel","2021",441,19391,"White Ibis",25.9485310206372,-80.6374056913493
"StartMel","2021",442,19396,"White Ibis",25.9485327547075,-80.6374167404853
"StartMel","2021",443,19185,"Great Egret",25.9478487394702,-80.6387817274127
"StartMel","2021",444,19205,"Great Egret",25.9482409570029,-80.6386352349694
"StartMel","2021",445,19392,"White Ibis",25.9485387801225,-80.6374094604933
"StartMel","2021",446,19424,"White Ibis",25.9482362966035,-80.6371520338621
"StartMel","2021",447,19193,"Great Egret",25.9474284470499,-80.6387808104386
"StartMel","2021",448,19157,"White Ibis",25.9487549267351,-80.6388923058853
"StartMel","2021",449,19313,"Great Blue Heron",25.9482258061284,-80.6383588474937
"StartMel","2021",450,19189,"Great Egret",25.9476556196726,-80.6387940769157
"StartMel","2021",451,19186,"Great Egret",25.9477654535715,-80.638768328182
"StartMel","2021",452,121632,"Roseate Spoonbill",25.9491374520114,-80.6386925704424
"Vacation","2020",453,11464,"Great Blue Heron",25.9151028056752,-80.6304235828174
"Vacation","2020",454,11471,"Great Blue Heron",25.9147109762413,-80.6305240050256
"Vacation","2020",455,89749,"Great Blue Heron",25.914572120576,-80.6300319967248
"Vacation","2020",456,11480,"Great Blue Heron",25.9154543540924,-80.6303150347821
"Vacation","2020",457,11461,"Great Egret",25.9152476604281,-80.6304667819196
"Vacation","2020",458,11469,"Great Blue Heron",25.9147124813311,-80.6304073860402
"Vacation","2020",459,11460,"Great Blue Heron",25.9155419869614,-80.6303837949809
"Vacation","2020",460,11463,"Great Blue Heron",25.9151422642972,-80.6304692413507
"Vacation","2020",461,11507,"Great Blue Heron",25.9139290221124,-80.6300673719083
"Vacation","2020",462,11470,"Great Egret",25.9146321643717,-80.6303949467501
"Vacation","2020",463,11465,"Great Egret",25.9151311932969,-80.630470547969
"Vacation","2020",464,11472,"Great Egret",25.9146531777142,-80.6303871916799
"Vacation","2020",465,11475,"Great Egret",25.9140776354963,-80.6305478625432
"Vacation","2020",466,11476,"Great Egret",25.9140364877228,-80.6304145913955
"Vacation","2020",467,11467,"Great Egret",25.914916996405,-80.6304799462508
"Vacation","2020",468,101980,"Wood Stork",25.9146376089249,-80.6302343230433
"Vacation","2020",469,11453,"Great Blue Heron",25.9148642932509,-80.6307473534569
"Vacation","2020",470,11456,"Great Egret",25.9149302840075,-80.6305889737934
"Vacation","2020",471,11474,"Great Egret",25.9143859616928,-80.6304664614301
"Vacation","2020",472,11457,"Great Egret",25.914543936568,-80.6305510010644
"Vacation","2020",473,11455,"Great Blue Heron",25.9149705249338,-80.6306238874311
"Vacation","2020",474,89700,"Wood Stork",25.9146306206262,-80.6302466921336
"Vacation","2021",475,11105,"Great Egret",25.9141045044454,-80.630548499553
"Vacation","2021",476,11424,"Wood Stork",25.9146754604824,-80.6290388232894
"Vacation","2021",477,11172,"Great Blue Heron",25.9153698472608,-80.6302393865664
"Vacation","2021",478,11419,"White Ibis",25.9146596649878,-80.6290307481482
"Vacation","2021",479,11435,"White Ibis",25.9145249934547,-80.6289973411817
"Vacation","2021",480,11087,"White Ibis",25.915736631615,-80.6305162586909
"Vacation","2021",481,221792,"Roseate Spoonbill",25.9159376462368,-80.6304790967935
"Vacation","2021",482,11173,"Great Blue Heron",25.9153599208412,-80.6302439038188
"Vacation","2021",483,11097,"Great Egret",25.9143979995369,-80.6304666779021
"Vacation","2021",484,11178,"Great Blue Heron",25.9151014225471,-80.6302811320958
"Vacation","2021",485,11091,"Great Egret",25.9152396078249,-80.6305081339195
"Vacation","2021",486,11377,"White Ibis",25.9148416149007,-80.629122921682
"Vacation","2021",487,15000,"Roseate Spoonbill",25.9155364885909,-80.6303536434923
"Vacation","2021",488,11422,"White Ibis",25.9146550225058,-80.6290534713452
"Vacation","2021",489,11106,"Great Egret",25.9141029461742,-80.6305329296426
"Vacation","2021",490,11072,"Great Blue Heron",25.9144166095654,-80.6310152210453
"Vacation","2021",491,11160,"Great Blue Heron",25.9139941997318,-80.6304393656967
"Vacation","2021",492,11090,"Great Egret",25.9151963008731,-80.630552061134
"Vacation","2021",493,11306,"White Ibis",25.9154892747999,-80.6296955700408
"Vacation","2021",494,11423,"White Ibis",25.914624144266,-80.6289833621035
"Vacation","2021",495,11104,"Great Blue Heron",25.91419140228,-80.6305505972796
"Vacation","2021",496,11096,"Great Egret",25.914533964881,-80.6305400828435
"Vacation","2021",497,11327,"White Ibis",25.9152836776181,-80.6295195137692
"Vacation","2021",498,11180,"Great Blue Heron",25.9151116575466,-80.6302423107105
"Vacation","2021",499,11211,"Wood Stork",25.9155746811137,-80.6300504840641
"Vacation","2021",500,11089,"Great Egret",25.9152489104274,-80.6304687478789
"Vacation","2021",501,11088,"Great Blue Heron",25.9154961759264,-80.6304618865149
"Vacation","2021",502,88139,"Wood Stork",25.9157300231719,-80.6305773066263
"Vacation","2021",503,11080,"Great Blue Heron",25.9149234044245,-80.6306840653477
"Vacation","2021",504,11085,"White Ibis",25.9157419967213,-80.6304876674843
"Vacation","2021",505,11093,"Great Egret",25.9149102995384,-80.6305812003844
"Vacation","2021",506,11075,"Wood Stork",25.9135944760999,-80.630884950365
"Vacation","2021",507,11307,"White Ibis",25.9155205059188,-80.6297613702362
"Vacation","2021",508,14959,"Wood Stork",25.9154523100587,-80.630481200139
"Vacation","2021",509,11081,"Great Egret",25.9143572442189,-80.630701309187
"Vacation","2021",510,11170,"Great Blue Heron",25.9154413081767,-80.6302899051885
"Vacation","2021",511,88597,"Wood Stork",25.9137449125833,-80.6293900539426
"Vacation","2021",512,11098,"Great Egret",25.9143701350424,-80.6304977171767
